Timestamp,LeftHip_pitch,LeftHip_roll,LeftHip_yaw,LeftKnee_flexion,LeftAnkle_pitch,LeftAnkle_roll,RightHip_pitch,RightHip_roll,RightHip_yaw,RightKnee_flexion,RightAnkle_pitch,RightAnkle_roll,LeftShoulder_pitch,LeftShoulder_roll,LeftShoulder_yaw,LeftElbow_flexion,RightShoulder_pitch,RightShoulder_roll,RightShoulder_yaw,RightElbow_flexion,LeftWrist_pronation,RightWrist_pronation,Waist_yaw
0,-4.444265,8.230281,0.8430232,0,-13.28255,3.449259,-4.839303,-9.153288,9.519732,0,-10.90654,-1.962891,11.47291,10.08348,1.815932,64.18525,12.7323,11.1617,-12.35005,69.77437,0,0,-14.552072
33.33057851239669,6.331561,5.943193,0.2887141,29.56942,6.822484,1.811185,-9.239269,-7.750751,8.514261,0,-5.390379,0.09447515,12.90176,9.739909,3.638753,65.22249,13.9463,10.57423,-11.90275,71.91698,0,0,-13.52763
66.66115702479338,7.725883,5.853032,1.278401,30.10411,7.159002,2.052904,-8.151361,-7.405053,8.037317,0,-5.106876,0.3666118,14.55484,9.345799,5.721945,66.12669,15.50357,9.777848,-11.41869,74.07092,0,0,-12.482154
99.99173553719007,8.675117,5.892939,2.152041,30.51389,7.456641,2.258614,-5.334983,-6.935104,7.825613,4.235448,-2.801908,0.6100836,15.94029,9.030374,7.391845,66.6911,16.98483,9.057487,-10.99454,75.50451,0,0,-11.945388
133.32231404958677,8.973232,6.006474,2.679346,30.71092,7.666057,2.380104,-3.378639,-6.682722,7.689165,7.86906,-0.9394114,0.7611851,16.71142,8.871304,8.222375,66.77319,17.98993,8.682269,-10.67475,76.01945,0,0,-12.167132
166.65289256198346,8.74314,6.121151,2.822235,30.75701,7.785254,2.422532,-2.94078,-6.667975,7.63638,9.376536,-0.2880355,0.8042637,16.82422,8.868999,8.255604,66.47405,18.29571,8.7022,-10.47116,75.97774,0,0,-12.904271
199.98347107438013,8.281216,6.179939,2.658812,30.72614,7.821172,2.409011,-3.119792,-6.722894,7.736723,10.00608,-0.1780411,0.7597059,16.47546,8.947446,7.92151,66.02596,17.9582,8.947643,-10.36998,75.83218,0,0,-13.693519
233.31404958677683,7.895258,6.149602,2.301718,30.64823,7.780513,2.364409,-3.434104,-6.765155,7.89496,10.11906,-0.3432113,0.6703385,15.97464,9.001324,7.755945,65.68164,17.33748,9.164374,-10.33716,75.7664,0,0,-14.190104
266.64462809917353,7.728169,6.057178,1.961443,30.50891,7.692329,2.324991,-3.689765,-6.773041,7.969695,9.79342,-0.6361217,0.5942485,15.59969,8.987211,8.05096,65.51734,16.8398,9.173954,-10.34553,75.77019,0,0,-14.231511
299.97520661157023,7.754689,5.96797,1.887304,30.31962,7.584135,2.323902,-3.908108,-6.753712,7.935903,9.038681,-1.008525,0.5774651,15.4899,8.947951,8.689207,65.39002,16.60364,8.961357,-10.38485,75.86994,0,0,-13.795911
